01014,"CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",81.01,72,10.34,0.29,1.71,6.66,0.0,1.85,86,0.15,11,190,137,330,0.47,0.030,0.022,9.4,0.0,0.023,0.226,0.144,0.446,0.016,9,0,9,9,17.9,0.46,8,2,2,0,0,0,0,0,0.01,0.0,0,0.0,0.169,0.079,0.003,7,145.00,"1 cup,  (not packed)",113.00,"4 oz",0
01015,"CHEESE,COTTAGE,LOWFAT,2% MILKFAT",80.69,86,11.83,2.45,1.36,3.66,0.0,3.67,91,0.15,7,163,84,330,0.41,0.030,0.007,9.9,0.0,0.041,0.198,0.108,0.253,0.022,10,0,10,10,16.3,0.45,74,20,19,0,6,0,0,0,0.04,0.0,0,0.0,0.979,0.443,0.070,10,226.00,"1 cup,  (not packed)",113.00,"4 oz",0
01016,"CHEESE,COTTAGE,LOWFAT,1% MILKFAT",82.48,72,12.39,1.02,1.39,2.72,0.0,2.72,61,0.14,5,134,86,406,0.38,0.028,0.003,9.0,0.0,0.021,0.165,0.128,0.215,0.068,12,0,12,12,17.5,0.63,41,11,11,0,3,0,0,0,0.01,0.0,0,0.1,0.645,0.291,0.031,4,226.00,"1 cup,  (not packed)",113.00,"4 oz",0
01017,"CHEESE,CREAM",54.44,342,5.93,34.24,1.32,4.07,0.0,3.21,98,0.38,9,106,138,321,0.51,0.019,0.011,2.4,0.0,0.020,0.125,0.145,0.570,0.035,11,0,11,11,27.2,0.25,1343,366,359,0,88,0,0,0,0.29,0.6,25,2.9,19.292,8.620,1.437,110,232.00,"1 cup",14.50,"1 tbsp",0
01018,"CHEESE,EDAM",41.56,357,24.99,27.80,4.22,1.43,0.0,1.43,731,0.44,30,536,188,965,3.75,0.036,0.011,14.5,0.0,0.037,0.389,0.082,0.281,0.076,16,0,16,16,15.4,1.54,825,243,242,0,11,0,0,0,0.24,0.5,20,2.3,17.572,8.125,0.665,89,28.35,"1 oz",198.00,"1 package,  (7 oz)",0
01019,"CHEESE,FETA",55.22,264,14.21,21.28,5.20,4.09,0.0,4.09,493,0.65,19,337,62,1116,2.88,0.032,0.028,15.0,0.0,0.154,0.844,0.991,0.967,0.424,32,0,32,32,15.4,1.69,422,125,125,0,3,0,0,0,0.18,0.4,16,1.8,14.946,4.623,0.591,89,150.00,"1 cup, crumbled",28.35,"1 oz",0
01020,"CHEESE,FONTINA",37.92,389,25.60,31.14,3.79,1.55,0.0,1.55,550,0.23,14,346,64,800,3.50,0.025,0.014,14.5,0.0,0.021,0.204,0.150,0.429,0.083,6,0,6,6,15.4,1.68,913,261,258,0,32,0,0,0,0.27,0.6,23,2.6,19.196,8.687,1.654,116,132.00,"1 cup, diced",108.00,"1 cup, shredded",0
01021,"CHEESE,GJETOST",13.44,466,9.65,29.51,4.75,42.65,0.0,,400,0.52,70,444,1409,600,1.14,0.080,0.040,14.5,0.0,0.315,1.382,0.813,3.351,0.271,5,0,5,5,,2.42,1113,334,334,,,,,,,,,,19.160,7.879,0.938,94,28.35,"1 oz",227.00,"1 package,  (8 oz)",0
01022,"CHEESE,GOUDA",41.46,356,24.94,27.44,3.94,2.22,0.0,2.22,700,0.24,29,546,121,819,3.90,0.036,0.011,14.5,0.0,0.030,0.334,0.063,0.340,0.080,21,0,21,21,15.4,1.54,563,165,164,0,10,0,0,0,0.24,0.5,20,2.3,17.614,7.747,0.657,114,28.35,"1 oz",198.00,"1 package,  (7 oz)",0
01077,"MILK,WHL,3.25% MILKFAT,W/ ADDED VITAMIN D",88.13,61,3.15,3.25,0.67,4.80,0.0,5.26,113,0.03,10,84,132,43,0.37,0.025,0.004,3.7,0.0,0.046,0.169,0.089,0.373,0.036,5,0,5,5,14.3,0.45,162,46,45,0,7,0,0,0,0.07,1.3,51,0.3,1.865,0.812,0.195,10,244.00,"1 cup",15.20,"1 tbsp",0
01078,"MILK,PRODUCER,FLUID,3.7% MILKFAT",87.69,64,3.28,3.66,0.72,4.65,0.0,,119,0.05,13,93,151,49,0.38,0.010,0.004,2.0,1.5,0.038,0.161,0.084,0.313,0.042,5,0,5,5,,0.36,138,33,31,,,,,,,,,,2.278,1.057,0.136,14,244.00,"1 cup",976.00,"1 quart",0
01088,"MILK,BTTRMLK,FLUID,CULTURED,LOWFAT",90.13,40,3.31,0.88,0.89,4.79,0.0,4.79,116,0.05,11,89,151,105,0.42,0.011,0.002,2.0,1.0,0.034,0.154,0.058,0.275,0.034,5,0,5,5,17.7,0.22,47,14,13,0,1,0,0,0,0.05,0.0,1,0.1,0.548,0.254,0.033,4,245.00,"1 cup",30.60,"1 fl oz",0
01128,"EGG,WHL,CKD,FRIED",69.13,196,13.62,15.31,1.05,0.90,0.0,0.83,59,1.98,13,208,147,204,1.20,0.111,0.041,34.2,0.0,0.075,0.518,0.077,1.558,0.155,51,0,51,51,272.6,1.39,729,198,193,0,46,10,0,358,1.22,1.3,54,5.6,4.294,6.346,2.660,457,46.00,"1 large",,"",0
01129,"EGG,WHL,CKD,HARD-BOILED",74.62,155,12.58,10.61,1.08,1.12,0.0,1.12,50,1.19,10,172,126,124,1.05,0.013,0.026,30.8,0.0,0.066,0.513,0.064,1.398,0.121,44,0,44,44,225.3,1.11,520,149,148,0,11,10,0,353,1.03,1.3,53,0.3,3.267,4.077,1.414,424,136.00,"1 cup, chopped",8.50,"1 tbsp",12
01130,"EGG,WHOLE,COOKED,OMELET",75.87,157,10.57,12.03,0.84,0.69,0.0,0.65,46,1.55,10,161,113,161,0.93,0.088,0.032,26.7,0.0,0.058,0.404,0.060,1.210,0.121,39,0,39,39,211.7,1.09,572,155,152,0,36,8,0,279,1.22,1.0,42,4.5,3.296,4.971,2.252,356,15.20,"1 tbsp",61.00,"1 large",0
01131,"EGG,WHL,CKD,POACHED",75.54,142,12.52,9.90,1.26,0.78,0.0,0.77,53,1.83,12,190,133,294,1.10,0.102,0.039,31.6,0.0,0.055,0.405,0.059,1.433,0.121,35,0,35,35,200.1,1.28,485,139,138,0,10,9,0,330,0.96,1.2,50,0.3,3.087,3.795,1.359,422,50.00,"1 large",,"",0
01132,"EGG,WHL,CKD,SCRMBLD",73.15,167,11.09,12.21,1.36,2.20,0.0,1.73,71,1.20,12,170,138,280,1.00,0.014,0.022,22.5,0.2,0.052,0.437,0.079,1.007,0.118,30,0,30,30,189.5,0.77,539,146,143,0,33,7,0,245,1.09,1.2,48,4.0,3.679,4.768,2.148,352,220.00,"1 cup",13.70,"1 tbsp",0
01133,"EGG,WHOLE,DRIED",3.10,594,47.35,40.95,3.65,4.95,0.0,3.08,231,6.79,42,831,493,523,5.28,0.196,0.125,119.6,0.0,0.195,1.540,0.305,5.905,0.388,171,0,171,171,1007.2,3.95,997,275,270,0,41,36,0,1329,3.88,4.9,196,1.2,12.727,15.337,5.804,1715,85.00,"1 cup,  sifted",5.00,"1 tbsp",0
01134,"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",1.87,615,48.17,43.95,3.63,2.38,0.0,,222,8.28,49,715,515,548,5.71,0.270,0.150,121.1,0.0,0.325,1.232,0.259,6.710,0.420,193,0,193,193,,10.51,2050,616,616,,,,,,,,,,13.198,17.564,5.713,2017,85.00,"1 cup,  sifted",5.00,"1 tbsp",0
02001,"ALLSPICE,GROUND",8.46,263,6.09,8.69,4.65,72.12,21.6,,661,7.06,135,113,1044,77,1.01,0.553,2.943,2.7,39.2,0.101,0.063,2.860,,0.210,36,0,36,36,,0.00,540,27,0,,,,,,,0.0,0,,2.550,0.660,2.360,0,6.00,"1 tbsp",1.90,"1 tsp",0
02002,"ANISE SEED",9.54,337,17.60,15.90,6.95,50.02,14.6,,646,36.96,170,440,1441,16,5.30,0.910,2.300,5.0,21.0,0.340,0.290,3.060,0.797,0.650,10,0,10,10,,0.00,311,16,0,,,,,,,0.0,0,,0.586,9.780,3.150,0,6.70,"1 tbsp, whole",2.10,"1 tsp, whole",0
02003,"SPICES,BASIL,DRIED",6.43,251,14.37,3.98,14.27,60.96,40.5,1.71,2113,42.00,422,490,3433,34,5.82,1.367,3.167,2.8,61.2,0.148,0.316,6.948,,2.320,274,0,274,274,54.9,0.00,9375,469,0,0,5584,81,393,1150,7.48,0.0,0,1714.5,0.240,0.453,2.168,0,0.70,"1 tsp, leaves",2.10,"1 tbsp, leaves",0
02004,"SPICES,BAY LEAF",5.44,313,7.61,8.36,3.62,74.97,26.3,,834,43.00,120,113,529,23,3.70,0.416,8.167,2.8,46.5,0.009,0.421,2.005,,1.740,180,0,180,180,,0.00,6185,309,0,,,,,,,0.0,0,,2.280,1.640,2.290,0,1.80,"1 tbsp, crumbled",0.60,"1 tsp, crumbled",0
02005,"CARAWAY SEED",9.87,333,19.77,14.59,5.87,49.90,38.0,0.64,689,16.23,258,568,1351,17,5.50,0.910,1.300,12.1,21.0,0.383,0.379,3.606,,0.360,10,0,10,10,24.7,0.00,363,18,0,0,189,58,6,205,2.50,0.0,0,0.0,0.620,7.125,3.272,0,6.70,"1 tbsp",2.10,"1 tsp",0
02006,"SPICES,CARDAMOM",8.28,311,10.76,6.70,5.78,68.47,28.0,,383,13.97,229,178,1119,18,7.47,0.383,28.000,,21.0,0.198,0.182,1.102,,0.230,,,,,,0.00,0,0,0,,,,,,,0.0,0,,0.680,0.870,0.430,0,5.80,"1 tbsp, ground",2.00,"1 tsp, ground",0
02007,"CELERY SEED",6.04,392,18.07,25.27,9.27,41.35,11.8,0.67,1767,44.90,440,547,1400,160,6.93,1.370,7.567,12.1,17.1,0.340,0.290,3.060,,0.890,10,0,10,10,24.7,0.00,52,3,0,0,31,0,0,0,1.07,0.0,0,0.0,2.190,15.930,3.720,0,6.50,"1 tbsp",2.00,"1 tsp",0
02008,"CHERVIL,DRIED",7.20,237,23.20,3.90,16.60,49.10,11.3,,1346,31.95,130,450,4740,83,8.80,0.440,2.100,29.3,50.0,0.380,0.680,5.400,,0.930,274,0,274,274,,0.00,5850,293,0,,,,,,,0.0,0,,0.169,1.399,1.800,0,1.90,"1 tbsp",0.60,"1 tsp",0
02009,"CHILI POWDER",7.79,314,12.26,16.76,8.53,54.66,34.2,7.19,278,14.25,170,303,1916,1010,2.70,0.429,2.165,6.0,64.1,0.349,0.794,7.893,,3.670,100,0,100,100,66.5,0.00,29650,1483,0,2090,15000,3490,21,310,29.05,0.0,0,105.7,2.953,3.574,7.458,0,7.50,"1 tbsp",2.60,"1 tsp",0
02010,"CINNAMON,GROUND",10.58,247,3.99,1.24,3.60,80.59,53.1,2.17,1002,8.32,60,64,431,10,1.83,0.339,17.466,3.1,3.8,0.022,0.041,1.332,0.358,0.158,6,0,6,6,11.0,0.00,295,15,0,1,112,129,15,222,2.32,0.0,0,31.2,0.345,0.246,0.068,0,7.85,"1 tbsp",2.61,"1 tsp",0
02011,"CLOVES,GROUND",6.86,323,5.98,20.07,5.88,61.21,34.2,2.38,646,8.68,264,105,1102,243,1.09,0.347,30.033,5.9,80.8,0.115,0.267,1.458,,0.590,93,0,93,93,37.4,0.00,530,27,0,0,84,468,0,0,8.52,0.0,0,141.8,5.438,1.471,7.088,0,6.60,"1 tbsp",2.10,"1 tsp",0
02012,"CORIANDER LEAF,DRIED",7.30,279,21.93,4.78,14.08,52.10,10.4,7.27,1246,42.46,694,481,4466,211,4.72,1.786,6.355,29.3,566.7,1.252,1.500,10.707,,0.610,274,0,274,274,97.1,0.00,5850,293,0,31,3407,175,0,2428,1.03,0.0,0,1359.5,0.115,2.232,0.328,0,1.80,"1 tbsp",0.60,"1 tsp",0
02013,"CORIANDER SEED",8.86,298,12.37,17.77,6.02,54.99,41.9,,709,16.32,330,409,1267,35,4.70,0.975,1.900,26.2,21.0,0.239,0.290,2.130,,,0,0,0,0,,0.00,0,0,0,,,,,,,0.0,0,,0.990,13.580,1.750,0,5.00,"1 tbsp",1.80,"1 tsp",0
02014,"CUMIN SEED",8.06,375,17.81,22.27,7.62,44.24,10.5,2.25,931,66.36,366,499,1788,168,4.80,0.867,3.333,5.2,7.7,0.628,0.327,4.579,,0.435,10,0,10,10,24.7,0.00,1270,64,0,0,762,0,0,448,3.33,0.0,0,5.4,1.535,14.040,3.279,0,6.00,"1 tbsp, whole",2.10,"1 tsp, whole",0
02015,"CURRY POWDER",9.52,325,12.66,13.81,5.57,58.15,33.2,2.76,478,29.59,254,349,1543,52,4.05,0.815,4.289,17.1,11.4,0.253,0.281,3.467,,1.150,154,0,154,154,64.2,0.00,986,49,0,0,592,0,0,0,21.99,0.0,0,99.8,2.237,5.551,2.557,0,6.30,"1 tbsp",2.00,"1 tsp",0
02016,"DILL SEED",7.70,305,15.98,14.54,6.62,55.17,21.1,,1516,16.33,256,277,1186,20,5.20,0.780,1.833,12.1,21.0,0.418,0.284,2.807,,0.250,10,0,10,10,,0.00,53,3,0,,,,,,,0.0,0,,0.730,9.410,1.010,0,6.60,"1 tbsp",2.10,"1 tsp",0
02017,"DILL WEED,DRIED",7.30,253,19.96,4.36,12.56,55.82,13.6,,1784,48.78,451,543,3308,208,3.30,0.490,3.950,,50.0,0.418,0.284,2.807,,1.710,,,,,,0.00,5850,293,0,,,,,,,0.0,0,,0.234,,,0,3.10,"1 tbsp",1.00,"1 tsp",0
04034,"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,0.000,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.2,0.00,0,0,0,0,0,0,0,0,8.10,0.0,0,24.7,14.900,43.000,37.600,0,218.00,"1 cup",13.60,"1 tbsp",0
04037,"OIL,RICE BRAN",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.07,0,0,0,0,0.00,,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,,0.00,0,0,0,0,0,0,0,0,32.30,,,24.7,19.700,39.300,35.000,0,13.60,"1 tablespoon",218.00,"1 cup",0
04038,"OIL,WHEAT GERM",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.00,0,0,0,0,0.00,0.000,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,20.0,0.00,0,0,0,0,0,0,0,0,149.40,0.0,0,24.7,18.800,15.100,61.700,0,13.60,"1 tablespoon",218.00,"1 cup",0
04042,"OIL,PNUT,SALAD OR COOKING",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.03,0,0,0,0,0.01,0.000,,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.1,0.00,0,0,0,0,0,0,0,0,15.69,0.0,0,0.7,16.900,46.200,32.000,0,216.00,"1 cup",13.50,"1 tbsp",0
04044,"OIL,SOYBN,SALAD OR COOKING",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,0,0.05,0,0,0,0,0.01,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.2,0.00,0,0,0,0,0,0,0,0,8.18,0.0,0,183.9,15.650,22.783,57.740,0,218.00,"1 cup",13.60,"1 tbsp",0
04047,"OIL,COCNT",0.00,862,0.00,100.00,0.00,0.00,0.0,0.00,0,0.04,0,0,0,0,0.00,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.3,0.00,0,0,0,0,0,0,0,0,0.09,0.0,0,0.5,86.500,5.800,1.800,0,13.60,"1 tbsp",218.00,"1 cup",0
04053,"OIL,OLIVE,SALAD OR COOKING",0.00,884,0.00,100.00,0.00,0.00,0.0,0.00,1,0.56,0,0,1,2,0.00,0.000,0.000,0.0,0.0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0.3,0.00,0,0,0,0,0,0,0,0,14.35,0.0,0,60.2,13.808,72.961,10.523,0,13.50,"1 tablespoon",216.00,"1 cup",0
05163,"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,RAW",70.61,157,20.37,7.77,0.90,0.08,0.0,,15,1.69,22,180,269,67,2.31,0.114,0.026,23.3,0.2,0.065,0.203,4.148,0.953,0.410,23,0,23,23,,1.62,341,102,102,,,,,,,,,,2.200,2.760,1.930,78,5554.00,"1 turkey",,"",21
05164,"TURKEY,ALL CLASSES,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",62.00,205,27.98,9.45,0.98,0.07,0.0,,26,2.01,24,200,272,67,3.15,0.107,0.027,31.9,0.1,0.056,0.206,4.939,0.955,0.400,20,0,20,20,,1.28,230,69,69,,,,,,,,,,2.770,3.050,2.420,95,260.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",4023.00,"1 turkey",21
05165,"TURKEY,ALL CLASSES,MEAT&SKN,RAW",70.40,160,20.42,8.02,0.88,0.00,0.0,0.00,15,1.43,22,178,266,65,2.20,0.103,0.020,24.4,0.0,0.064,0.155,4.085,0.807,0.410,8,0,8,8,68.0,0.40,6,2,2,0,0,0,0,0,0.35,0.1,5,3.1,2.260,2.900,1.980,68,332.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",2565.00,".5 turkey, bone removed",21
05166,"TURKEY,ALL CLASSES,MEAT&SKN,CKD,RSTD",61.70,208,28.10,9.73,1.00,0.00,0.0,0.00,26,1.79,25,203,280,68,2.96,0.093,0.021,32.9,0.0,0.057,0.177,5.086,0.858,0.410,7,0,7,7,69.8,0.35,0,0,0,0,0,0,0,0,0.34,0.0,1,0.9,2.840,3.190,2.480,82,140.00,"1 cup, chopped or diced",240.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",21
05177,"TURKEY,LIVER,ALL CLASSES,RAW",62.29,228,17.84,16.36,1.25,2.26,0.0,0.00,5,12.00,15,279,255,71,2.26,0.407,0.195,70.8,24.5,0.153,2.590,13.500,6.280,1.470,677,0,677,677,221.8,49.40,72382,21702,21700,0,29,0,0,0,0.12,,,0.8,5.507,7.397,1.650,331,100.47,"1 liver",,"",0
05178,"TURKEY,LIVER,ALL CLASSES,CKD,SIMMRD",56.95,273,20.02,20.54,1.29,1.21,0.0,0.00,5,10.70,17,294,211,56,2.62,0.349,0.273,82.5,22.6,0.038,2.760,10.200,4.350,1.040,691,0,691,691,220.2,58.20,75333,22600,22600,0,0,0,0,0,0.11,,,1.2,6.947,9.108,2.022,388,83.12,"1 liver",,"",0
05179,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",72.88,135,20.14,5.42,1.05,0.00,0.0,,34,2.00,19,186,302,93,5.08,0.143,0.026,28.6,0.0,0.089,0.234,3.169,1.055,0.370,11,0,11,11,,0.41,0,0,0,,,,,,,,,,1.820,1.230,1.630,79,12.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",180.00,"1 neck, bone and skin removed",42
05180,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,CKD,SIMMRD",65.19,180,26.84,7.26,0.61,0.10,0.0,0.00,37,2.30,15,122,149,56,7.12,0.154,0.022,36.2,0.0,0.036,0.192,1.704,0.701,0.210,8,0,8,8,75.4,0.23,0,0,0,0,0,0,0,0,0.64,0.2,8,3.7,2.194,1.740,2.310,122,10.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",152.00,"1 neck, bone and skin removed",41
05181,"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,RAW",69.83,159,21.64,7.36,0.90,0.00,0.0,,13,1.21,24,184,271,59,1.57,0.075,0.018,22.4,0.0,0.056,0.115,5.137,0.615,0.480,7,0,7,7,,0.42,6,2,2,,,,,,,,,,2.000,2.810,1.730,65,180.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1388.00,".5 turkey, bone removed",15
05182,"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKN,CKD,RSTD",62.83,197,28.57,8.33,1.02,0.00,0.0,0.00,21,1.41,26,208,285,63,2.04,0.048,0.020,29.1,0.0,0.056,0.132,6.289,0.626,0.470,6,0,6,6,70.5,0.35,0,0,0,0,0,0,0,0,0.13,0.1,5,0.0,2.340,2.840,2.010,76,140.00,"1 cup, chopped or diced",136.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",14
05183,"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,RAW",71.13,160,18.92,8.80,0.86,0.00,0.0,,17,1.69,20,170,261,71,2.95,0.137,0.021,26.4,0.0,0.073,0.202,2.855,1.033,0.320,10,0,10,10,,0.38,5,2,2,,,,,,,,,,2.580,3.000,2.280,72,152.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1176.00,".5 turkey, bone removed",26
05184,"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKN,CKD,RSTD",60.23,221,27.49,11.54,0.97,0.00,0.0,0.00,33,2.27,23,196,274,76,4.16,0.150,0.023,37.8,0.0,0.058,0.235,3.530,1.160,0.320,9,0,9,9,71.9,0.36,0,0,0,0,0,0,0,0,0.61,0.1,4,4.2,3.490,3.650,3.090,89,140.00,"1 cup, chopped or diced",104.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",27
05185,"TURKEY,ALL CLASSES,LT MEAT,RAW",73.82,115,23.56,1.56,1.00,0.00,0.0,,12,1.19,27,204,305,63,1.62,0.075,0.019,24.4,0.0,0.064,0.122,5.844,0.688,0.560,8,0,8,8,,0.45,0,0,0,,,,,,,,,,0.500,0.270,0.420,60,150.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1156.00,".5 turkey, bone and skin removed",29
05186,"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD",66.27,157,29.90,3.22,1.08,0.00,0.0,0.00,19,1.35,28,219,305,64,2.04,0.042,0.020,32.1,0.0,0.061,0.129,6.838,0.677,0.540,6,0,6,6,83.4,0.37,0,0,0,0,0,0,0,0,0.09,0.2,8,0.0,1.030,0.560,0.860,69,140.00,"1 cup, chopped or diced",117.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",26
05187,"TURKEY,ALL CLASSES,DK MEAT,RAW",74.48,125,20.07,4.38,0.93,0.00,0.0,,17,1.75,22,184,286,77,3.22,0.147,0.022,28.6,0.0,0.081,0.221,3.075,1.155,0.360,11,0,11,11,,0.40,0,0,0,,,,,,,,,,1.470,0.990,1.310,69,132.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1017.00,".5 turkey, bone and skin removed",36
05206,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKN,CKD,RSTD",66.54,164,28.77,4.58,1.04,0.00,0.0,,18,1.61,26,205,262,57,2.08,0.092,0.024,29.9,0.0,0.038,0.139,6.275,0.648,0.490,6,0,6,6,,0.36,0,0,0,,,,,,,,,,1.250,1.700,1.090,95,123.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",433.00,".5 turkey, bone removed",19
05207,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,RAW",74.56,129,20.06,4.79,0.84,0.00,0.0,,14,1.62,20,163,232,66,2.55,0.160,0.023,27.3,0.0,0.046,0.189,2.838,1.090,0.340,10,0,10,10,,0.40,3,1,1,,,,,,,,,,1.430,1.550,1.270,87,151.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",532.00,".5 turkey, bone removed",30
05208,"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,CKD,RSTD",64.82,182,27.69,7.06,0.94,0.00,0.0,,27,2.33,23,190,237,76,3.83,0.209,0.024,39.0,0.0,0.048,0.235,3.350,1.199,0.330,9,0,9,9,,0.37,0,0,0,,,,,,,,,,2.120,2.270,1.880,117,106.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",374.00,".5 turkey, bone removed",31
05209,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,RAW",74.61,108,24.18,0.49,0.98,0.00,0.0,,10,1.22,26,196,276,52,1.39,0.118,0.020,24.4,0.0,0.039,0.119,5.751,0.705,0.570,8,0,8,8,,0.46,0,0,0,,,,,,,,,,0.160,0.090,0.130,66,136.00,"1 unit,  (yield from 1 lb ready-to-cook turkey)",481.00,".5 turkey, bone and skin removed",31
